ship,survey_num,haul_num,species_name,sex,length_cm,weight_kg,specimen_number,age,visual_maturity,subsample_type,age_structure,maturity_table
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,25,0.086,100630709,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,21,0.054,100630710,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.08,100630711,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.076,100630712,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,10,Pacific hake - Merluccius productus,Male,24,0.08,100630713,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,31,0.17,100630714,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,43,0.51,100630715,6,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,46,0.615,100630716,6,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,30,0.18,100630717,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,46,0.58,100630718,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,47,0.64,100630719,4,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,24,0.08,100630720,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,34,0.22,100630721,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,28,0.12,100630722,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,30,0.16,100630723,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,66,1.835,100630724,9,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,29,0.145,100630725,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,33,0.18,100630726,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,23,0.07,100630727,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,23,0.08,100630728,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,40,0.365,100630729,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,43,0.46,100630730,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,39,0.375,100630731,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,34,0.23,100630732,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,57,1.325,100630733,5,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,35,0.27,100630734,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,31,0.18,100630735,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,33,0.175,100630736,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,30,0.165,100630737,2,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,23,0.075,100630738,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,23,0.075,100630739,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,23,0.065,100630740,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Female,24,0.08,100630741,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,11,Pacific hake - Merluccius productus,Male,23,0.07,100630742,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,25,0.088,100630743,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,24,0.076,100630744,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,21,0.04,100630745,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,26,0.096,100630746,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,29,0.148,100630747,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,23,0.064,100630748,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,26,0.096,100630749,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,24,0.078,100630750,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,25,0.084,100630751,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,25,0.094,100630752,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,25,0.072,100630753,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,21,0.056,100630754,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,25,0.074,100630755,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,27,0.11,100630756,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,23,0.068,100630757,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,23,0.068,100630758,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,26,0.084,100630759,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,27,0.114,100630760,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,23,0.06,100630761,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,27,0.12,100630762,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,24,0.07,100630763,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,23,0.068,100630764,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,31,0.156,100630765,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,22,0.068,100630766,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,26,0.078,100630767,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,25,0.078,100630768,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,22,0.064,100630769,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,26,0.118,100630770,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,24,0.076,100630771,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,24,0.082,100630772,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Male,26,0.086,100630773,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,12,Pacific hake - Merluccius productus,Female,28,0.116,100630774,1,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,13,Pacific hake - Merluccius productus,Male,33,0.212,100630775,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,13,Pacific hake - Merluccius productus,Female,31,0.182,100630776,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,13,Pacific hake - Merluccius productus,Male,33,0.226,100630777,3,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,13,Pacific hake - Merluccius productus,Male,30,0.156,100630778,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,13,Pacific hake - Merluccius productus,Female,34,0.232,100630779,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,13,Pacific hake - Merluccius productus,Female,32,0.194,100630780,2,Immature,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,35,Pacific hake - Merluccius productus,Male,43,0.396,100630781,10,Spent,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,35,Pacific hake - Merluccius productus,Male,43,0.526,100630782,5,Spawning,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
NOAA Bell M Shimada,201906,35,Pacific hake - Merluccius productus,Male,40,0.438,100630783,3,Developing,Randomly selected,Otoliths,"General 5-point maturity scale for egg-laying spawners (gadids, flatfish, etc)"
